ID	REVIEW
231	tempatnya nyaman dan estetok parah.. untuk harga dan rasa, sebanding lah.. overall worth it untuk kalian yg lagi butuh imun kebahagiaan.. sedia uang yg banyak aja gais
232	Excellent! We were able to walk in and were immediately welcomed by the nice staff. The food arrived within 5 minutes, very fast! The food was delicious. We had the steak and the mixed grill. We will definitely return!
233	Lumayan buat snack time di mall... Gindaco, cupbop, & chatime atelier jadi satu lokasi... Cuma limited seat & space ya, jadi lebih nyaman pas lagi sepi...
234	Tempat ok hanya saja wifi super duper slow, tapi sekarang sepertinya bakal pindah tempat?
235	Pelayanannya baik dan cepat, makanannya enak
236	Banyak Diskon tapi syarat juga banyak  . Tapi makanannya sungguan enak. Ada refill kuah juga  . 7.5/10 Dietary restrictions: All food Halal Here
237	Kalau ada event DBL antrian panjang
238	Tempat nymn
239	Rasa kurang mantab..d banding soto2 ayam terkenal lain..padahal sdh d racik tambah ini itu..
240	Untuk segi rasa menurut saya sangat enak dan untuk ayamnya melimpah, saya suka untuk koya nya di sediakan di setiap meja dan dapat ambil sepuasnya. Untuk porsi menurut saya pas tidak terlalu banyak dan terlalu sedikit.
241	AC nya tidak dingin Ada 4 AC yg dinyalakan hanya 1 di lt bawah lantai atas di pernah di nyalakan dengan alasan AC Rusak ( sudah 6bulan tidak diperbaiki) Toilet nya sangat sangat kotor dan jorok saya suka ngopi di kopi kenangan tapi suasana dan kebersihan nya minus sekali lama lama malas juga ngopi di sini karena jorok
242	Steakkk TOP sby. Enakkkk buangettt
243	Pelayananya yang sangat ramah, satpam nya ramah pak rendi
244	Parkir luas, kalau makanan sih kadang ada yang kurang terutama yg savory makanya ga kena post   Untuk pelayanan bagus, sering rame juga. Baristanya cukup knowledgeable.
245	Tempatnya strategis, pelayanan nya ramah
246	Variasi banyak Dan harga juga sesuai. Staff juga ramah
247	good, kopi nya enak pelayanan mbaknya ramah bagus
248	Gud place,gud service,recomended
249	Tempat nongkrong enak di Pakuwon Mall. Bisa nongkrong dengan teman atau keluarga
250	Yg butuh soto Lamongan di daerah Jemursari , salah satunya bisa dicoba disini. Pembayaran bisa berbagai cara...qris, cash...barter aja yg ga ada
251	Another Suplemen
252	Ingin cari daging utk Barbekyu disini tempat nya
253	Makanannya fancy, dan unik, lucu. But pricey enough. Ambiencenya kaya warung warung jadul, agak serem.
254	Teh nya harum banget
255	Sangat tidak profesional menejemen restoran
256	Salah satu kopi terbaik
257	Overall oke  cuma untuk kecepatan penyajian agar lebih dipercepat
258	Enak   , segerr, moodboosterr abiss
259	Barista dan kasirnya sangat tidak simpatik.
260	menu harusnya ada whipcream sama chestnut malah ga dikasih, parah banget!!!
261	Kondisi sedang sepi sehingga cuma kami yang ada di resto serasa tamu VIP, rasa seperti biasa enak,  pelayanan mantap, suasana seperti milik pribadi
262	akhirny ada perkopian dkt rumah buka 24jam. plis tambahin ruang acnya. kecil bgt ruang acnya.
263	Di sini ada beberapa tenant kekinian, tetapi kami memilih Chatime dong. Yang menyegarkan banget. Suasananya enak sebenernya, cuma sering full jadi terbatas untuk tempat duduknya.
264	Tempatnya nyaman buat makan sekeluargah
265	Rasanya ok, porsi juga ok masakan fresh jadi suka
266	Pegawainya jutek. Mau bayar dipersulit krn ga ada kembalian. Bukannya itu tanggung jawab penjual ya, harus siap kembalian? saya disuruh keliling2 cari uang pas... tahu gitu ga saya bayar sekalian. Mbak kasir nya sangaaaaat jutek dan ga ramah blas, heran kok bisa di rekrut
267	Tidak ada wifi
268	Nyaman cocok buat nongkrong sama teman atau kolega
269	Alternatif ngopi smbil nggu antrian di PHC
270	Pelayanan sangat lama lelet, itu diperbaiki lagi. Pelayanan itu sangat penting karyawan jutek2 pula.
271	tolong dong pegawainya ini kalo sebelum pulang di cek dlu ya apakah aplikasi2 yg bekerja sama seperti shopee,grab atau gojek saat tutup udah di matiin apa belom!!! malem2 mau pesan sudah payment malah pas disamperin tokonya tutup pdhl di aplikasi masi buka mana shopee susah buat cancelnya buat pembeli. taik lahhh buang2 waktu aja lu   dan yg pasti kasian driver shopeenya harus cancel orderan yg itu pengaruh ke akunnya. akun buat cari sandang pangan
272	Ambience untuk ngobrol ketemu orang atau cm mau kerja pas banget disini. Makanan ok minuman jg ok
273	pelayanan cepat
274	Karyawannya ramah, banyak promo   selalu ke sini tiap ke ciputra world
275	Ga ada obat pokoknya
276	Baik sekali
277	Tempatnya bersih pas didepan Fithub juga. Biasanya stelah ngegym beli Americano disini. Enak pelayanan juga ramah.
278	Tempat nya strategis dan nyaman,menu nya banyak pilihan dan murah murah
279	Signature??? harusnya scale-up secara keseluruhan, bukan hanya interior yg bagus dan lokasi prestisius di mall, yg saya lihat hanya harga yg scaled-up service n product?  hmmm need much improvement i think. This is my opinion on my first visit: Order taking lamaaa, kasir hanya 1 dan membiarkan antrian panjang (masih bagusan service indo/alfamart) Display kue jauh dr kasir sehingga klo mau lihat kue harus geser agak jauh, pembersihan meja kurang sat set. Take-away kopi gula aren (latte) dgn harga yg mahal minta tas/bag ms ada extra charge.
280	Excelso in the mall
281	pelayan sangat sangat memuasakan dan pelayanya juga jadi besti ku selama hidup ku
282	Minuman di tumpuk driver yang nunggu ini terlalu lama gimana cara kerjaya
283	Suasana nyaman
284	Lumayan untuk nongkrong bareng teman
285	Terima kasih mbak yuli pegawai soto cak har yg baik meminjamkan mangkuk buat anak opname d rs graha medika
286	Nyamannn & enak
287	Tempat nyaman, bersih, pandangan luas, ada area outdoor tapi anginnya kenceng banget. Hampir semua menu sudah coba, kurang cocok sama menu udang penyet karna udangnya agak beda sama gambar di menu .
288	pelayanannya bagus. ramah dan informatif sekali.
289	Tempat nya nyaman , bersih, pelayanan nya juga ramah
290	Tempat dekat timezone jadi habis main laper makam
291	Enak kopi nya
292	Mie nya rekomen
293	Kesini karena anak pas main di funworld outletnya sebelahan persis sama funworld
294	Cepat nikmat
295	tree planting e
296	Abis makan jangan lupa mampir ke store dan pameran THYS ya kakkk.banyak koleksi tas dan promo menarik
297	Suasana ramai,enak nongkrong di sini
298	Pelayanan cepet dehh, tempat bersih, fasilitas oke apalagi tempat sholat mukenahnya wangi
299	Mrasa gak nyaman...resto ko di prbolehkan anjing masuk,apalagi anjing duduk kursi tangnnya ke meja, ,,bulu2 brtbrangan bisa masuk maknan ,, air liur netes di meja.gak cocok buat pngunjung muslim Harusny unt resto hewan pliharaan tdak di prbolhkan masuk area food
300	Pelayanan super lama
301	Rasa lumayan enak. Harga murah
302	Kenapa ojol pesen sekalu diblakangkan knp didahulukan dine in.peseban ojol itu jg bayar.gk minta minta.
303	Mantap rasa dan layanan nya
304	Terdapat 3 lantai. Lantai 2 non ac, lantai 3 ac. Cukup nyaman karena suasanya tenang, bisa untuk WFC atau mengerjakan tugas. Makanan dan minuman enak, harga affordable.
305	Mas yg masuk shift pagi hari ini, pelayanan buruk
306	Kopi Favorit yang Kopi Kenangan Mantan + Less Sugar. Sayang yang di CITO gak ada space khusus buat pelanggan, jadi satu sama Food Court. Semoga kedepannya ada area sendiri di cito, biar ngopinya lebih nyaman
307	Enak suasananya
308	Tempat bagus strategis mudah di jangkau
309	Sangat nyaman
310	Yang paling istimewa dari Kopi Kenangan adalah cerita di balik setiap biji kopinya. Mereka bekerja sama dengan petani kopi lokal, menjaga kualitas dan keberlanjutan lingkungan sekaligus memberikan manfaat langsung kepada komunitas. Setiap tegukan Kopi Kenangan adalah dukungan kuat untuk keberlanjutan dan keadilan. Dalam setiap tegukan, aroma kopi yang kaya dan lezat membangkitkan kenangan manis. Rasanya seperti sedang berjalan-jalan di kebun kopi yang indah, di mana daun hijau yang segar berpadu dengan sentuhan hangat sinar matahari. Setiap tetes kopi ini seperti menyentuh jiwa dan mengajakku merenung. Jadi, jika kamu mencari kopi yang tidak hanya enak, tetapi juga memberikan pengalaman yang unik dan bernilai, Kopi Kenangan adalah pilihan yang tepat. Jadikan minuman ini sebagai kebiasaan harianmu dan biarkan kenangan manisnya mengisi setiap hari dengan keceriaan dan semangat!
311	Rasa memang enak. Yang ngga tahan pelayanannya. Baru saja dari sana. Pesab mie rendang 2 porsi, bakwan kuah 1 porsi.  2siomay basah, 2 siomay goreng. 1 porsi bakwan goreng. 3 minuan. Nunggu mulai order sampe tersaji hampir 2 jam. Gara pelayan yg mencatat pesanan tidak input ke sistem. Udah gitu ada orderan tersaji yg keliru . Mie no daun bawang, diberi daun bawang. Gelas minuman kondisi retak.Waktu mau bayar, dikelabui oleh petugasnya mengenai info potongan. Komplain ke pusat layanan ternyata sangat slow respon
312	Tempat dan suasana nuansa Valentine karena datangnya pas 14 februari :) Tempat sangat nyaman dan bersih Toilet bersih, ada arena bermain anak outdoor All staff ramah dan cekatan Bapak satpam Pak @Rendy juga sangat sigap mengantar sampai tempat parkir dan membukakan pintu mobil & baik banget menawarkan diri untuk memfotokan kami.. hasil fotonya juga oke First impression datang kesini Top banget
313	Enak cuma mahal
314	Banyak nyamuk... gatal2 semua kalo dine in, mending take away deh
315	Menu jagoan saya .. penyetan kroyokan. Banyak promo dengan harga yg murah ... Nantap
316	Sudah pasti enak
317	tempat nyaman..
318	Nyempil di ujung ikea. Mantap as always
319	Datang jam 11, hinggal jam 12.00 makanan ga datang... Tamu yang lain yang dtg jam 11.40 sudah dtg. Saya kecewa sangat dengan layanan, saya diberi tau karena orderan katanya HILANG!!!!!!!! Whatttty
320	Masih jadi susu boba brown sugar menurut saya, dan rasa konsisten mau jogja ato surabaya, top pokonya lah
321	nambah menu elite,nambah karyawan syulit
322	Bu kris yang paling mahal, mungkin karena lokasi dan tempatnya yg lebih modern jadi biaya sewanya juga besar, untuk mkan keluarga nyaman, tapi siap-siap kocek kantong lebih dalam
323	Rame nya tempat ini cukup konsisten. Tempatnya selalu bisa buat ketemu orang, ngobrol, atau pun kerja remote. Ada colok an termasuk yg di area luar, bisa colok di lantai. Ada nomor panggilan kalau order udah selesai dan bisa diambil. Buat yang ga suka manis, jangan lupa minta half sugar.
324	Parkir lumayan luas, ada area out door juga
325	Makananya  enak dan pedas
326	Nyobain nasi bebek nya beda sama yang di biliton, disini keras si
327	Kemaren saya makan utk meeting 43 org, Alhamdulillaah pelayanannya semuanya lancar, Mbak2 dn Mas2 nya baik dn ramah, rasa makanannya juga enak2, Recom bgt deh
328	Warung Bu Kris cabang Wiyung ini, baru dibangun terasa luas, dg arsitektur minimalis. Terkesan bersih, luas, terang dan suasana kekinian cukup mengundang pengunjung. Kalau menu sesuai dengan standard warung Bu Kris lainnya. Bakwan penyetnya besar dan enak, sambalnya nikmat.
329	Tumben pesen penyet lele nya brminyak sekali g kaya biasanya renyah
330	pelayanannya cukup baik, makanannya masih hangat semua
331	Kopi kenangan selalu pas dilidah, pelayanan lbh suka di Sumarecon mall jkt.suasana disini tenang, bs bw dogi yg sy liat.
332	mantap nih aplikasi nya pembelian pertama dapat potongan 10k
333	Sulit untuk melupakan kenangannya
334	Layanan cepat
335	Menunggu lama dan lebih mengutamakan pengunjung yan baru datang
336	Pelayanan perempuannya tidak ramah
337	Pelayanan nya baik, kualitas rasanya enak di chatime trans icon, mbk nya recomendasiin nya sesuai jadi saya suka sama minumannya, pertahankan yaa
338	Best kopken lokasinya
339	Enak Untuk riview kerja, nongkrong bersama teman-teman mau pun bermanjaan bersama pasangan sungguh nyaman, seru, dan asik.. saat selesai belanja mau pun olah raga,, tempat ini pasti yang selalu saya cari untuk istirahat.. di libur akhir pekan mau pun liburan panjang starbucks memang pilihan hati..
340	Salah satu kopken terbaik.. Terkadang tiap store beda rasa.. Tp disini kopi kenangan mantan nya rasanya paling enak. Kopi, susu, gula arennya pas.. Pelayanan nya pun sangat baik.. Ditambah suasana store yg nyaman
341	Aku mampir karena tempatnya bagus, tapi minuman dan kue2nya ternyata enak2
342	Americano aja 20 menit sendiri. Saya pesan juga bukan waktu peak hour. Seharusnya masalah coffee machine eror / rusak bisa ditangani dengan lebih cepat dan profesional. Rebrand ke kopi kenangan signature malah lebih buruk servisnya wkw.
343	Pelayanan ok, semua sesuai standar
344	Pesan honey green tea dan suka banget! Bisa jadi pilihan yang bagus buat yang enggak terlalu suka manis. Untuk menu honey green tea sudah enggak pakai gula lagi ya. Dari segi harga masih terjangkau dan pelayanan juga cepat
345	Enak, harga menengah keatas
346	bagi saya kemahalen dikit... parkir kurang kalo pas rame..kalo sepi atau normal uda cukup. overall uda good tuh ada harga menu di foto
347	Terletak di dekat terminal Manukan, di deretan toko Makadata, toko Optik. Parkirnya lumayan luas.
348	Tempat bersih,makanan enak, dekat masjid
349	Respon lama gak jelas
350	saya sangat kecewa dengan pelayanan pegawainya atas nama aerlanggaziren sikap dan ucapanya sangat kasar dengan saya
351	Bingung kalau mau makan tapi menunya itu-itu aja, mending coba menu disini deh. InshaAllah puas
352	Okelah untuk kseluruhan.  Playanan ok.
353	Cukup baik pelayanannnya dan tempatnya bersih
354	Pegawai nya God job
355	Suasana cukup menyenangkan utk ngobrol dg kawan2
356	Terlalu lama nunggu proses
357	Sotonya enak, pas buat makan siang
358	Salah satu gerai minuman enak yang terjangkau. Banyak varian rasa dari milk tea.
359	kukira sama kyk kopken biasa turns out mahal sih  not tryin to compare with the other but standard latte aja uenak dan this signature kenangan latte uenakkkk! 59.000 sih
360	Tempat yang pas buat ngobrol-ngobrol sampai lewat tengah malam. Pesennya bisa langsung dari meja pakai QR menu trus nanti dianter sama petugasnya. Tempatnya emang ga terlalu luas, jadi apes aja kalo kebarengan gerombolan berisik sampe ngakak2 pasti ga nyaman.
361	Mie mapan, pusat kota. Parkirnya tidak terlalu luas, tetapi bagian dalamnya lebih luas, ada outdoor nya. untuk masakan seperti biasa favorit kita adalah sambal terasinya. sederhana tetapi lezat. UPDATE : sekarang tempat jadi lebih bersih, ada juga LIVE STREAMING ( live music tetapi online ) by Play everywhere dimana kita bisa request lagu dan berinteraksi langsung dengan penyanyi dari kota lain.
362	Pelayanan bagus... Minuman enak, cuman gak pake gelas... Dikasih gelas plastik..
363	Buka dari jam 7 pagi, dan dapat pelayanan cepat, staf ramah, serta ac yang dingin. Tersedia area indoor menggunakan AC dan tidak AC, serta area outdoor. Area outdoor sangat luas, dan disertai dengan adanya band. Ada promo bulan Januari dengan pembayaran BRI maupun BCA, sehingga ada diskon. Promosi paket hemat, dan tebus murah di bulan Januari cukup memuaskan, karena porsi normal.
364	Enak rasanya, layanan cepat
365	signature ice cafe less sugar jadi favorit
366	Tempat ngopi kalau ada promo  ya. Ada banyak kopi yang di sebelah yang enak dan nyaman juga
367	Resto terlalu lama
368	Pelayanan bagus makanan enak
369	Ramah, pesen dari aplikasi tinggal ambil gapake antri
370	Soto cak har di surabaya yg paling gak recomend ya yg di wiyung ini.. Makan soto plus sauna.. Biyuuuuhhh puanasseeeee..
371	Nunggu orderan sampai hampir 1 jam baru selesai padahal sepi yg beli
372	Restu lama banget
373	Tempatnya asik buat cerita dan ngobrol sm teman2. Kayanya 24 jam ya, soalnya pernah kesini diatas jam 12 malam. Banyak diskon kalau kalian pakai aplikasi Kopi Kenangan. Tempatnya ada lantai 2 nya ya, dan ada outdoor nya yg juga terletak di lantai 2. Cuma kemarin pas kesini di lantai 2 indoor AC nya masih perbaikan, jadi panas banget. Buat ngerjain tugas juga enak tempatnya
374	Barista yg ramah dan baik hati
375	Enak-enak makanannya recommended bgt
376	saran diatas wastafelnya dikasih kaca dong   biar enak pas cuci tangan hbis makan sambil ngaca
377	Suasana nya cukup nyaman , tinggal pelayanan nya kurang baik
378	Tempatnya kecil, tapi bersih dan adem. Sayangnya wifi-nya super duper lemot (sekitar 300-400 kpbs), padahal saya sendiri yang Dine in. Kalau wifi kencang saya yakin anak kuliahan banyak yang nugas disini. Untuk pelayanan agak kurang ramah, saya foto tempatnya aja sampai ditanya baristanya yg cowok: buat apa foto-foto kak? padahal jaman sekarang, orang pergi kemanapun pasti foto pake hape untuk mendokumentasikan kegiatannya dan itu lumrah. Setelah saya bilang untuk Review di google maps, barulah dia memaklumi. Tapi jujur saya kurang nyaman aja. Lagian kalau mau larang foto mending tulis aja di pintu Dilarang Memotret apapun disini. Semoga dibaca dan karyawannya diingatkan untuk tidak melakukan hal tersebut.
379	Bisa makan sambil belanja oleh oleh. Area makan nya ckp luas, ada indoor dan outdoor dengan pepohonan yg bikin sejuk. Utk oleh2 kurang lengkap, makanan enak2 harga terjangkau. Ada mushola tetapi kecil
380	Bad banget pelayanannya, udah salah gak minta maaf malah nyalahin customer
381	Kid-friendliness: good Food
382	Makanan sambal terbaik di sini. Bakwan penyet adalah yang terbaik untukku. Anda dapat menemukan makanan lain seperti lontong cap go meh, pecel, dll. Restoran kecil tetapi Anda dapat berkunjung ke sini dan makan.
383	Excellent
384	Sayang kalau mesan datangnya kelamaan
385	Tempat nyaman banyak tempat duduknya,
386	Okey, nyaman.. orang2nya ramah..
387	The best
388	Kasirnya ga bgt ga sopan lg
389	Matrial d bahan bangunan murah d lengkap , bisa COD d pengiriman cepat
390	Saya pesan jam 2 sampai jam 4
391	Suka Lokasi sama tempat nya, nyaman banget dan luas
392	Untuk kopinya recomend deh soal rasanya pas dan bisa buat mata melek.terus untuk product barunya roti cookies rasanya juga enak cuma enak lagi kalau ukurannya lebih besar biar puas hehe..
393	nyaman n asyik buat nongkrong
394	Sambalnya juaraaa
395	Cepet ,Tinggal pesen dari apps
396	Akhirnya gacoan buka deket rumah,gak usah jauh2 ke manyar kalo lg pengen dimsum gacoan sayang aja belom buka 24 jam kek manyar tp worth it lah,gak abis bensin banyak cm kentang bgt kalo puter balik jd lawan arus dikit kalo mau puter balik Parking: As usual yg berlaku di semua gacoan,parkir motor 2rb,ojol seribu Kid-friendliness: Anak2 demen ama dimsumnya seh drpd mienya so far lumpia udang,udang keju ama udang rambutan masih jd favoritnya anak2
397	Mbak pelayannya super sabar Porsinya pas Rasanya enak, tipe bakso yang keset gitu, asinnya pas Karena kami datang malam, bbrp area perlu ditingkatkan kebersihannya AC nya perlu di tjngkatkan performanya. Kurang adem
398	Lokasinya di GM 2 Tempatnya luas, nyaman, cocok buat nongkrong, banyak colokan listrik Pelayanan nya ramah, cepat tanggap Kopi nya enak, makanan mya juga enak Pembayaran bisa cash, kredit, debit, qris Vegetarian options: Ada menu salad
399	Teman setia perjananan kalo naik kereta api dan singgah di gubeng. Kopinya itu pas, gak terlalu asam dan gak terlalu pahit. Bisa custom less ice less sugar dan gak mengurangi jumlah kopinya. Proses pembuatan kopinya juga cepet dan karyawannya informatif. Thanks kopi kenangan. Semoga beneran jadi unicorn dan bisa lancar buka cabang di seluruh asia tenggara.
400	Coklat nya favoritku
401	Baru ini pelayanan kopi kenangan ngga ramah. Sudah salah, mereka yg buang muka dan nyolot. Apalagi staff yg nama depan nya  F
402	mau bilang makasi banya ke mbanya yang uda bawain barang saya yang ketinggalan tadi, pelayanannya juga ramah banget, tiap kesini emang selalu ramah makanya saya suka, dan emang uda sering langganan disini tapi baru kali ini buat makanannya agak kecewa dikit, biasanya waktu disajikan makanannya masi anget kalo tadi uda dingin padahal baru disajikan, jadi kurang nikmat makannya huhuhu semoga kalo kesini lagi masi sama kaya biasanya ya
403	LOCATION: Lokasinya di samping Starbucks Manyar. Lokasi mudah di jangkau dan cukup banyak parkiran. VIBES: Interiornya standar seperti Kopi Kenangan di outlet pada umumnya. Terdapat 2 lantai dengan ruang indoor dan outdoor area. Tempat ini cocok untuk para introvert yang ingin me time atau sekedar nongkrong dengan orang dan cocok juga untuk produktif  . AC-nya juga cukup dingin saat berkunjung kesini. Tapi tempatnya tidak begitu besar. SERVICE, TASTE & PRICE: Pelayanan ramah dan cepat. lebih cepat lagi order via Apps. Menunya cukup beragam. Rasa kopinya juara dan pastry nya juga enak. Harga masih terjangkau Pembayaran bisa QRIS atau cash. Lebih murah pembelian lewat aplikasi  KOPI KENANGAN terkadang terdapat promo maupun cashback. FACILITIES: Tersedia WIFI dan cukup oke. kamar mandi bersih. Ada charging space nya namun tidak terlalu banyak. MORE REVIEW: Overall, salah satu opsi tempat nongkrong yang nyaman, rasa juga oke serta harga masih terjangkau.
404	SELALU ENAK STEAK BONECAFE DI MANAPUN KOTA NYA
405	Saya kcewa palayanan .saya pesan lwat ojol .waktu tiba.makan hancur jadi 1   ..di karenakan pmbungkus plastik gak ada cantolan buat drever bawa..sehingga bawanya mudah goyah...ksalahn resto 100%
406	Starbucks paling cupu di surabaya.. Di gmaps tertera tutup jam 22.00, tapi kenyataannya 2 kali kesana (di hari berbeda) di sekitar jam 21.15 dan 21.30 sudah closed order..
407	Parah beli minuman milo dinasaurus manis nya bener bener manis kayak minum air gula saja tolong dong di perhatikan lagi parah memang
408	Nice place Parking: Spacious parking area Food : 3/5 |
409	Favorite anak2 kalo makan disini tuh... tempat luas gak sumpek. Deket juga dr rumah.
410	Nasi madura nya endul surendull,wajib dicoba
411	Pelayanan baik, ramah, harga minuman 25rb-45rb an.. tempat makan / minum terbatas (minim) didekorasi dengan cukup eye catching.. rasa minuman yang menurut saya enak berry bits tea, yang royal milk tea biasa aja.. seger yang teh bits nya.. Berikut saya fotokan menu dan suasana tempat nongkrong pada tanggal 25 Desember 2023
412	Trmpatnya nyaman. Gak rame. Deket tengah kota. Enak buat nongkrong
413	Kopi Kenangan yg ini lokasi di dekat IKEA ..  tempat nya relatif kecil, awalnya tidak terlihat, .. dr arah turun eskalator .. lanjut aja lurus ke arah mau ke parkir motor/mobil ..
414	Pelayanan full service banget
415	Banyak promo mantapss
416	Cocok buat meeting poin dan ngobrol2
417	Soal kopi tidak perlu diragukan, sesuai standard Excelso. Hanya saja waktu weekend outlet TP6 ini terasa sangat sesak karena pengunjungnya ramai sedangkan spacenya sangat sempit dan meja kursi disusun terlalu berdekatan. Over capacity kalau menurut saya. Soal space masih perlu banyak belajar dari kedai kopi kompetitornya yang asal Amerika itu. Namun untuk waktu penyajian lumayan cepat meskipun dalam kondisi seramai itu. Perlu improve space saja.
418	Bisa dipakai utk short meeting & party
419	Di gulai kambingku ada lalatnya, pas udah komplain ga ada feedback yang bagus. Maaf ya jadi rating jelek soalnya aku langsung diare. Makanannya ga higienis
420	makanan enak porsi besar Parking: tempat parkir sangatlah minim jadi untuk pengguna mobil harus pintar pintar cari parkir.
421	Mienya enak , penyetannya juga ok
422	Makanan dan pelayanannya bagus
423	Tai lama make bgt bnyak ngomong
424	Boothnya gampang bgt dicari, dekat eskalator. Tempatnya bersih, nyaman, pelayanannya top mantap is the best
425	Rasa dan kualitas ga seperti dulu nih, mana tempatnya panas banget, AC ga ada yg hidup, kipas angin juga ga ada, pas bawa org tua lagi   . Come on, gw dah langganan lama di sini, make it up pls.
426	Okelah buat pesan minum pelepasan dahaga
427	Pelayanan lama online saya nunggu lama sampai kopinya sya kshkan ke driver krna nunggu lama kapok pesen kopi di sini
428	Nyaman Pelayanan enak dan memuaskan Porsi makanan lumayan banyak Rasa tidak mengecewakan Rujak cingure juga ada
429	Tempatnya nyaman, dingin, bersih . Pelayanan kasirnya pun ramah, enak buat ngerjain tugas kantor
430	Tempat oke, free member plus fruit tea
431	Suiiip mantap harga nya kalau bisa ada diskon atau di kurangi
432	Bersih, rapi ... Sayamg tidak ada tempat duduk cukup banyak ... Hanya ada 2 tempat duduk kecil ... Max 4 orang ... Itupun menempel ke dinding lapak ... Kopi kenangan ini ada foodcourt lantai paling bawah ... Foodcourt disini tidak seramai yang lantai atas Soal rasa ... rasa kopi cukup terasa ... Tapi kami saat itu tidak beli yg kopi murni jadi tidak tau bagaimana utk espresonya ... Bagi kami enak kalo hazelnut latte...kalo yg brown sugar ... Mungkin terlalu manis ... Tapi secara prinsip enak ... Hanya agak tinggi harganya ... Sekitar 24rban utk yg ukuran kecil Udah habis diminum baru ingat belum difoto ... Jadi kau foto saja Gelas kosongnya ... Hahaha
433	Tolong perhatikan kebersihan toiletnya
434	Minumannya suka
435	Kemasan cukup bagus, harga relatif terjangkau, rasa kopi & roti nya lumayan enak, pelayanannya cukup ramah & cepat, karyawan resto sudah taat prokes
436	Bisa banget promo nya buat rame-rame
437	Staf yg ramah, suasana yg nyaman makanan dan minuman dengan banyak pilihan promo menarik setiap hari nya
438	Enak..... tadi ada makanan ......sate ayamnya.... dagingnya agak bau dan  bubuknya agak kecut ....... sdh lama ???? Ndak seperti biasanya........ Utk yg lainnya mantap.....
439	Tempat yg cocok untuk pertemuan untuk keluarga, teman, kolega. Dengan nuansa estetis dan masakannya enak
440	Kopinya enak takarannya pas cuman bobanya agak keras
441	Udah lama ga balik ke Excelso. Cobain Lemon butter dori, ayam betutu, mojitos dan kalosi toraja black coffee. Rasanya semua lumayan cuma LBD nya overcooked. Sad thingsnya kita tambah minuman 2 macam dan udah nanya 2x dijawab ok semua sampai dibayar juga ga keluar. Dan tidak tercatat. Bill juga kalosi jadi java apa gitu.
442	Tempatnya enak. Mantafff
443	Staf ramah, sevice cepat
444	TERUNTUK PEGAWAI CLEANING SERVICE LAKI LAKI BERTOPI HITAM DIBAGIAN LANTAI ATAS, TOLONG DI INGGATKAN SISTEM KERJA YANG BAIK BAGAIMANA!! makanan gacoan enak rasanya , sayang sekali layanan dan suasana jelek sekali.masak saat bekerja membersihkan lantai meloby lantai kursi dan meja di dorong dorong KASAR. yg mengakibatkan suasana jadi glodak glodakan seperti pegawai tukang bangunan.tolong dong bila bekerja bersih bersih lantai sapu sapu lantai dengan lobi untuk menata meja dan kursi dengan pelan sopan santun sampai tidak ada bunyi yg dikeluarkan.beda lo mengeser meja dan kursi dengan tangan pelan dan kasar. Oke lah ada suara gapapa.itu suaranya glodakan seperti meja dan kursi kayak di dibanting dan di dorong kencang yang mengakibatkan saya kaget setiap menit dan waktu. Dibiarkan sekali 2 kali tetap diteruskan. Tolong sebagai atasan dan manager menegor karyawan yg seperti itu. Saya sudah 5kali ini makan di lantai atas gacoan ambengan.tetep saja perilaku yg diberikan pelayanan oleh clening servise seperti itu. Kesan kerjanya kayak gak ikhlas seperti orang mau tawuran. Gak pada saat hanya sepi pengunjung sperti itu. Bahkan rame orang sistem kerjanya seperti itu.meja kayu dan kursi kayu di doorong dorong kasar. Apakah benar perilakunya seperti itu? Apakah saat masuk kerja pertama tidak di ajarkan Pelayanan prima kepada pelangan ? Kita pembeli disana membeli dengan uang, dan saya harap makan di luar harapan saya merefresh sejenak pikiran dan suasana. Tetapi suasana makanan di tempat dine in seperti itu yg membuat saya risih dan emosi. Walau  makanan enak nya seenak apa , tetapi pegawai clening servise seperti itu membuat costumer jadi kapok dan males andok di situ lagi. Tolong dengan sangat pegawainya tersebut clening servise laki laki , bertopi hitam , pakai baju hitam , dan celana hitam , dan masker hitam , badan kurus , tidaj tinggi , pegawai clening servise mi gacoan di lantai 2 atas  di tegur dan ditindaklanjuti. Agar tidak mengulangi perbuatannya lagi. TERIMAKASI
445	Lokasinya strategis namun lumayan menghalangi jalan bagi yang selesai isi bensin disisi kiri jika pengemudinya kurang sargap bisa nambrak
446	Sangat nyaman sekali buat nostalgia berdua
447	Saya datang jam 9.10 sudah dikatakkan tutup padahal seharusnya jam segt mall masih buka dan saya bilang panggil manajer km akhirnya dia tanya ke dalam boleh duduk akhirnya saya pesan minuman yang keluar malah minuman rusak susu kecut sekali dan sudah pecah susunya foto saya lampirkan  tolong saya ini pelanggan setia excelso bisa diperlakukan seperti ini!!!!!
448	Minumannya pas banget pokoknya mantap
449	Suka beli disini krn yg plg deket dari rumah,. Alhamdulillah selama ini gak ada pelayanan yg gak oke,. Terutama hari ini, makasih mb nya udah menerima pesanan dg baik diantara mood resto  lain yg rese ,. #smoothie #mood #booster
450	Selalu ke gerai yang ini setiap kali ke Tunjungan Plaza.
